Gene	p	FC
4933401J01Rik	1	0
Gm26206	0.906363624269037	-0.678785242843289
Xkr4	0.198709371284716	-0.13997629318058
Gm18956	0.906363624269037	-0.678785242843286
Gm37180	0.235266736835946	1.76595924467341
Gm37363	0.958116410917282	-0.101718338115047
Gm37686	0.703640305242139	-1.19189730805755
Gm37329	0.815228651319599	0.486242295586054
Gm7341	0.664061872976218	-0.67879571620621
Gm38148	0.778112314449406	0.448738070774127
Gm19938	0.427691300245555	0.295631278682018
Gm10568	0.279178166042655	-0.559998822467592
Rp1	0.642875773156205	-0.284245969353776
Sox17	0.871527700909507	-0.0244539084935287
Gm37587	0.734721985122733	-0.392461931877362
Gm7357	0.54015667109375	-0.37811738584146
Gm22307	0.865815429309348	0.967504545333341
Gm38076	1	0
Gm37323	0.949576849785499	-0.0978051792798468
Gm7369	0.873772568700545	0.475357359506441
Gm6085	0.816222831272129	0.15594814573913
Gm6119	0.519139650703567	2.02056274830523
Gm25493	0.966216066456169	-0.101718235569642
Gm2053	0.780049174280296	-1.255861861651
Gm6123	0.678728787696381	0.355986257395832
Mrpl15	0.0781201963236144	0.0925131988649432
Gm37144	0.722849126889288	0.13139994204398
Lypla1	0.734822956707763	0.0423496627054597
Tcea1	0.999518666878697	4.50094844116016e-05
Gm6104	0.799231464011481	0.475358657214356
Gm37277	0.0553652192824205	0.392596304235656
Rgs20	0.380080980226786	0.0731226854593888
Gm17100	0.577832537068208	0.558122927790833
Gm37079	0.340740395329789	0.736387412741177
Gm16041	0.987278026161679	0.0220913138040722
Gm17101	0.736698313942459	0.660254837339305
Atp6v1h	0.586497751101376	0.048156187564868
Gm7182	1	0
Gm37567	0.950908129626562	-0.101718390078514
Gm38264	0.985936833661889	-0.101716835225971
Oprk1	0.538918790413487	0.313496562329251
Gm37429	1	0
Npbwr1	0.870568147992734	-0.0877201190928919
Rb1cc1	0.564278969080231	-0.0304518302594174
4732440D04Rik	0.373320548873119	-0.10998142229639
Alkal1	0.934349690766975	0.475351572391346
Gm2147	0.82772015254555	-1.25585365046061
Gm19026	0.946169627044047	-0.0148325370213845
St18	0.742867052243568	0.0361774438045335
Gm42492	0.918824518641399	0.0166090545209899
Gm37108	0.834604711584576	0.226739801614882
Gm5694	0.906363624269037	-0.678785242843287
Pcmtd1	0.442143041594811	0.0532692404174143
Gm26983	1	0
Gm38372	0.578890042059299	-0.142211794144478
Gm9826	0.906363624269037	-0.678785242843287
Gm19002	0.906363624269038	-0.678785242843285
