Name	Genes (tot)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)
LacCer pool[c]	63	3.36074944610721	0.000388656522244892	0.00425279925302584	1.68240484019907	0.0462451817317654	0.675523741139552	1.77589182358699	0.0378753744432775	0.330791760727794	1.36385905530581	0.0863059647463698	0.81257090461561	-1.36385905530581	0.91369403525363	0.993948787034572
UDP[c]	154	4.17449151818118	1.49326172725544e-05	0.00035402746783681	0.486622906996112	0.31326279358035	0.675523741139552	0.678223369657177	0.248815038621996	0.499843932611294	-0.12570583440194	0.550017608338857	0.943387944722483	0.12570583440194	0.449982391661143	0.966188607000718
UDP[g]	107	3.62331185798413	0.000145427394298848	0.00183884860791211	-1.35421240989953	0.912165689538936	0.931817374053239	1.41509544343526	0.0785202570038244	0.345059329939665	-1.26661787711838	0.897354021476866	0.999999632768135	1.26661787711838	0.102645978523133	0.641372163546896
UDP-galactose[c]	64	3.06989047382296	0.00107068641823544	0.00797468113784905	0.911045963234239	0.181135578163743	0.675523741139552	1.26891049769913	0.102236493887398	0.345059329939665	0.838946797974989	0.20074958251978	0.849073820407466	-0.838946797974989	0.79925041748022	0.993948787034572
UDP-galactose[g]	62	2.92239422817243	0.00173675788726184	0.0101120335889399	0.527796018562756	0.298820460419121	0.675523741139552	1.31657959373202	0.0939897913197603	0.345059329939665	0.225345635584797	0.410855200215668	0.920649182860174	-0.225345635584797	0.589144799784332	0.993948787034572
D-galactosyl-N-acylsphingosine[c]	52	2.58477930155158	0.0048720673706796	0.0151914764151621	0.576200956520712	0.282239679380212	0.675523741139552	1.19281844967986	0.116470241429493	0.345059329939665	0.261381976036418	0.396898977540567	0.91261971197643	-0.261381976036418	0.603101022459433	0.993948787034572
D-galactosyl-N-acylsphingosine[g]	53	2.60690117921605	0.00456828622353613	0.0149780080107635	0.576200956520712	0.282239679380212	0.675523741139552	1.14745800464201	0.125596190013762	0.345059329939665	0.182769447331567	0.427489461133495	0.920649182860174	-0.182769447331567	0.572510538866505	0.993948787034572
digalactosylceramide[c]	51	2.60129017002676	0.00464369304814257	0.0149780080107635	0.576200956520712	0.282239679380212	0.675523741139552	1.41732660644983	0.0781937298533101	0.345059329939665	0.285405955807407	0.387666572569665	0.904025736853029	-0.285405955807407	0.612333427430335	0.993948787034572
digalactosylceramide[g]	52	2.62519649877306	0.00432994872168114	0.0149780080107635	0.576200956520712	0.282239679380212	0.675523741139552	1.36416211385965	0.0862582745873614	0.345059329939665	0.206570458404633	0.418172666702291	0.920649182860174	-0.206570458404633	0.581827333297709	0.993948787034572
glucosylceramide pool[c]	56	2.69268527367903	0.00354395710473911	0.0143946633885921	0.326648862260558	0.371966741104453	0.675523741139552	1.37515310817932	0.0845419912037647	0.345059329939665	0.055191810108829	0.47799282678922	0.943387944722483	-0.055191810108829	0.52200717321078	0.993948787034572
