Name	Genes (tot)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)
H+[g]	197	4.67402183416826	1.47678955388031e-06	0.000108016607369531	1.11528284932515	0.132364616273682	0.52083048916159	1.97526984335758	0.0241187667921154	0.327071764020035	-0.498828483935606	0.691049890360784	0.999794096581617	0.498828483935606	0.308950109639216	0.606504272520984
LacCer pool[c]	62	2.20466212178557	0.0137389065026603	0.0607122640730345	-0.262695944282049	0.603607528486998	0.826183522885199	-0.0939468621340544	0.537424316087526	0.70554166624824	0.18564573494576	0.426361292820875	0.999794096581617	-0.18564573494576	0.573638707179125	0.7324264789918
UDP[c]	146	3.64069222114289	0.000135953009747527	0.00366357584161757	-0.800686176349205	0.788343326343948	0.922849817716242	2.01273511382516	0.0220712516297951	0.327071764020035	-1.1580271677262	0.876573525112185	0.999794096581617	1.1580271677262	0.123426474887815	0.337937728035086
UDP[g]	104	3.09190753493235	0.00099437393169452	0.0141199265128713	0.603054889745237	0.273236087269978	0.668321457051746	1.46852762078762	0.0709804795902017	0.350761175557041	-0.279622373254298	0.610116379904813	0.999794096581617	0.279622373254298	0.389883620095187	0.650212795229011
UDP-galactose[c]	63	1.84317719578149	0.0326515716376317	0.0753115618994992	0.403458049411567	0.343305644939866	0.670887367210731	-0.943838998824285	0.827374035852103	0.866289379051691	1.11030420743282	0.133433980334364	0.999794096581617	-1.11030420743282	0.866566019665636	0.914807839317125
UDP-galactose[g]	61	1.51076186839692	0.0654245665701405	0.111441812933305	0.260307298825152	0.397313371488485	0.713671955421962	-0.308087463573224	0.620992109896554	0.710542019940679	1.06712572856772	0.142957532561568	0.999794096581617	-1.06712572856772	0.857042467438432	0.911299753014795
D-galactosyl-N-acylsphingosine[c]	51	1.9604013416095	0.0249744495888845	0.0751020951777769	-0.136210764421243	0.554172667148374	0.791451681610578	-0.0766705928482347	0.530557200417038	0.700116718076091	0.589411081985214	0.277792772134733	0.999794096581617	-0.589411081985214	0.722207227865267	0.835962790186675
D-galactosyl-N-acylsphingosine[g]	52	2.01102788755079	0.0221612555764658	0.072021099020288	-0.136210764421243	0.554172667148374	0.791451681610578	0.0247082242260207	0.49014384755031	0.687544246426737	0.447801091504173	0.327148377803094	0.999794096581617	-0.447801091504173	0.672851622196906	0.807455605842434
digalactosylceramide[c]	50	1.93913395645096	0.0262425144497275	0.0751020951777769	-0.136210764421243	0.554172667148374	0.791451681610578	-0.0422712426572694	0.516858765088555	0.695112956168543	0.674865592431838	0.249880581282329	0.999794096581617	-0.674865592431838	0.750119418717671	0.844090422820764
digalactosylceramide[g]	51	1.99003720978871	0.0232934183517702	0.0731670564178302	-0.136210764421243	0.554172667148374	0.791451681610578	0.0595368445257219	0.476262259912153	0.67735076965284	0.529836965845719	0.298112486515297	0.999794096581617	-0.529836965845719	0.701887513484703	0.828033195631724
glucosylceramide pool[c]	55	2.12416873513144	0.0168280182829015	0.0645949066611396	-0.207754039663453	0.582289489714641	0.812349369847129	0.266713606769048	0.394844838315029	0.642884293006561	0.306767216555889	0.379510281629832	0.999794096581617	-0.306767216555889	0.620489718370168	0.767368927066488
glucosylceramide pool[r]	52	1.97237547563328	0.0242833796655461	0.0751020951777769	-0.207754039663453	0.582289489714641	0.812349369847129	-0.0422712426572694	0.516858765088555	0.695112956168543	0.808999000956957	0.209257860463015	0.999794096581617	-0.808999000956957	0.790742139536985	0.867855998770194
LacCer pool[r]	50	1.93913395645096	0.0262425144497275	0.0751020951777769	-0.136210764421243	0.554172667148374	0.791451681610578	-0.0422712426572694	0.516858765088555	0.695112956168543	0.674865592431838	0.249880581282329	0.999794096581617	-0.674865592431838	0.750119418717671	0.844090422820764
