Name	Genes (tot)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)
H+[g]	197	4.18759590140885	1.4096245292034e-05	0.000424545740560084	0.221762880512595	0.412249238510609	0.837305520816084	1.23367918362818	0.108661236853422	0.534947627586075	-1.08585718833765	0.861228909861557	0.99999998325789	1.08585718833765	0.138771090138443	0.717684829806895
LacCer pool[c]	62	2.8395593828684	0.00225879429159535	0.0214213669665286	0.558835780050906	0.288136900529841	0.824168117716641	1.68425205003017	0.0460664839550576	0.424783751388394	-0.904393744657794	0.817106673043791	0.99999998325789	0.904393744657794	0.182893326956209	0.742534113388774
UDP[c]	146	3.15425238936763	0.000804549301054186	0.0117694069182784	-0.504761506510521	0.693136822377747	0.959151494749748	0.183035314456391	0.427385154863342	0.670058255687516	-1.31964021431967	0.906522415186301	0.99999998325789	1.31964021431967	0.0934775848136988	0.576632812344745
UDP[g]	104	2.81111877843103	0.00246847783403357	0.0214213669665286	-0.66186212850135	0.745970207609284	0.977392368449997	0.755229308823429	0.22505570292055	0.670058255687516	-1.15050391617535	0.875031808912285	0.99999998325789	1.15050391617535	0.124968191087715	0.706180581452597
UDP-galactose[c]	63	2.12066773445978	0.0169748868062768	0.0625364513556914	-1.19395193874257	0.883751615608048	0.977392368449997	0.747007932460947	0.227529386293627	0.670058255687516	-1.70863952990661	0.95624112919875	0.99999998325789	1.70863952990661	0.0437588708012496	0.553354575443228
UDP-galactose[g]	61	1.7639021796126	0.0388742249211885	0.0948840941117155	-1.42571234239776	0.92302430381406	0.977392368449997	1.22471967588663	0.110340429050246	0.538040949273581	-1.79673581435677	0.963811214802539	0.99999998325789	1.79673581435677	0.0361887851974614	0.53551362342185
D-galactosyl-N-acylsphingosine[c]	51	1.9786347562541	0.0239285717662509	0.0673155425512115	-1.23005839734915	0.890662381233709	0.977392368449997	1.40547886980436	0.0799394641601245	0.48173630320161	-1.79484192995623	0.963660555923815	0.99999998325789	1.79484192995623	0.0363394440761847	0.53551362342185
D-galactosyl-N-acylsphingosine[g]	52	2.05248532709749	0.0200612597957282	0.0625522571803841	-1.23005839734915	0.890662381233709	0.977392368449997	1.56832930658347	0.0584021499273693	0.444632406238242	-1.95877026363003	0.974930151235697	0.99999998325789	1.95877026363003	0.025069848764303	0.513430502692926
digalactosylceramide[c]	50	1.9792282644769	0.0238951560071874	0.0673155425512115	-1.23005839734915	0.890662381233709	0.977392368449997	1.52528425854901	0.063594106160437	0.452224754918663	-1.76439213232221	0.961167009062758	0.99999998325789	1.76439213232221	0.0388329909372418	0.53551362342185
digalactosylceramide[g]	51	2.05499819502167	0.0199395895255965	0.0625522571803841	-1.23005839734915	0.890662381233709	0.977392368449997	1.68853852304586	0.0456539502630025	0.424783751388394	-1.93148090460691	0.973288195734147	0.99999998325789	1.93148090460691	0.0267118042658534	0.526017068619883
