Name	Genes (tot)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)
H+[g]	197	3.95963558856206	3.75321084669378e-05	0.000915068549289151	1.20597440289338	0.1139136801438	0.568519920816012	0.234911110658036	0.407138862896068	0.490482583065381	2.12559507394855	0.0167684950691791	0.34924272228546	-2.12559507394855	0.983231504930821	0.999999492365003
LacCer pool[c]	62	2.01848565253047	0.021770353461668	0.0658380105940894	-0.0746644374682635	0.529759148274556	0.858089627130207	-1.01432087815935	0.844785167586508	0.858194455960896	0.524524498930214	0.299956892307811	1	-0.524524498930214	0.700043107692189	0.823958784226209
UDP[c]	146	3.73552137368984	9.36633335557076e-05	0.00196784438794323	0.512809346717929	0.304042345501312	0.730843572284844	0.814053883184636	0.207807041681136	0.344327525374568	-0.122950154354324	0.548926715277015	1	0.122950154354324	0.451073284722985	0.578820856586889
UDP[g]	104	2.34625263463344	0.00948162452663644	0.0433445692646237	0.901745311962313	0.183596088358394	0.568519920816012	-0.949941491194958	0.8289290085866	0.843760740350575	1.71267462137227	0.0433862082928078	0.588094123650406	-1.71267462137227	0.956613791707192	0.999999492365003
UDP-galactose[c]	63	1.97713154240871	0.0240133816019791	0.0698571101148483	-0.120705152360617	0.5480377110773	0.858089627130207	0.133874614029868	0.446750862313308	0.528722984493881	0.297031913612644	0.383221072258375	1	-0.297031913612644	0.616778927741625	0.746550380623433
UDP-galactose[g]	61	1.498035900063	0.0670619617036119	0.122973738092919	-0.0366216622351651	0.514606664425953	0.844482731365667	-0.168908596487536	0.567065731331123	0.636705382547226	0.604162455321288	0.272867819823636	1	-0.604162455321288	0.727132180176364	0.838122178796126
D-galactosyl-N-acylsphingosine[c]	51	2.04041538901065	0.02065448521978	0.064848114856308	0.437710420332638	0.330798107381909	0.751264028179699	-0.368153089778951	0.64362045674316	0.699646865928871	0.543381383010712	0.29343362054714	1	-0.543381383010712	0.70656637945286	0.828608873921913
D-galactosyl-N-acylsphingosine[g]	52	2.01676010717023	0.0218602769550687	0.0658380105940894	0.225341377476923	0.410856856367139	0.7921081362538	-0.368153089778951	0.64362045674316	0.699646865928871	0.560264995689801	0.287649349891506	1	-0.560264995689801	0.712350650108494	0.828608873921913
digalactosylceramide[c]	50	1.92743067349806	0.0269629900218874	0.0742207037161631	0.437710420332638	0.330798107381909	0.751264028179699	-0.708072576351064	0.760549905657175	0.786669801407017	0.838211843531297	0.200955868268524	1	-0.838211843531297	0.799044131731476	0.892792865723257
digalactosylceramide[g]	51	1.90462497650764	0.0284144187634225	0.0765693810888017	0.225341377476923	0.410856856367139	0.7921081362538	-0.708072576351064	0.760549905657175	0.786669801407017	0.853446671251321	0.196705824622285	1	-0.853446671251321	0.803294175377715	0.892792865723257
