Name	Genes (tot)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)
LacCer pool[c]	63	3.15807333709011	0.000794077995893894	0.00679778890424318	1.56295182371125	0.0590319634009079	0.226184751671763	2.88935605306141	0.00193015851127926	0.0412303829790255	-1.14872258782321	0.87466480561775	0.999454209423476	1.14872258782321	0.12533519438225	0.465875611583137
UDP[c]	153	2.71141151448088	0.00334987101173044	0.020664474024484	0.876192898719385	0.190462588183453	0.356000777906809	2.48493015401305	0.00647884276286834	0.0488072821469415	-1.04106918772047	0.851078280690215	0.999454209423476	1.04106918772047	0.148921719309785	0.503836954551069
UDP[g]	106	3.06136266049071	0.00110166022941246	0.0090208410089571	-0.566070575532168	0.714327097580899	0.777639325882867	2.21067323865556	0.0135292365057511	0.0878622830545906	-1.89643752797155	0.971048893281557	0.999454209423476	1.89643752797155	0.0289511067184426	0.197076810794218
UDP-galactose[c]	64	2.30277815300368	0.0106456641694308	0.0342617019784482	-0.441672751903516	0.670636985002003	0.753299993093701	2.94325713169358	0.00162389270893409	0.0412303829790255	-2.67577650960504	0.99627218282229	0.999454209423476	2.67577650960504	0.00372781717771024	0.0842486682162513
UDP-galactose[g]	62	2.06538025920544	0.0194435174596398	0.0483678317476709	-0.292341153089325	0.61498710161742	0.707673548704363	2.16076410112678	0.0153567832279216	0.0931642210351116	-2.42806713731085	0.992410233489681	0.999454209423476	2.42806713731085	0.00758976651031897	0.153150645654651
D-galactosyl-N-acylsphingosine[c]	52	2.24588457230433	0.0123557011591346	0.0381611145848826	-0.647083908731711	0.741211180500897	0.802268806480856	2.77347947877139	0.00277301690832384	0.0412303829790255	-2.84267286540644	0.997763151844098	0.999454209423476	2.84267286540644	0.00223684815590177	0.0640937436028371
D-galactosyl-N-acylsphingosine[g]	53	2.20052685162146	0.0138847684948709	0.0405231908649191	-0.647083908731711	0.741211180500897	0.802268806480856	2.50754086751404	0.00607872610298377	0.0466743033001947	-2.8245784616339	0.997632857230634	0.999454209423476	2.8245784616339	0.00236714276936623	0.0640937436028371
digalactosylceramide[c]	51	2.24574576117202	0.0123601486177584	0.0381611145848826	-0.549092725246858	0.708529091309361	0.77605692214154	2.77347947877139	0.00277301690832384	0.0412303829790255	-2.914761330267	0.998220196752592	0.999454209423476	2.914761330267	0.00177980324740834	0.0640937436028371
digalactosylceramide[g]	52	2.20136817651999	0.0138549849960367	0.0405231908649191	-0.549092725246858	0.708529091309361	0.77605692214154	2.50754086751404	0.00607872610298377	0.0466743033001947	-2.89483024435915	0.998103181863121	0.999454209423476	2.89483024435915	0.00189681813687931	0.0640937436028371
glucosylceramide pool[c]	56	2.48663240140919	0.00644792866051924	0.0280236899476413	-0.327519958032842	0.628362674852941	0.720131665906514	2.92956174468297	0.00169720184076312	0.0412303829790255	-2.70068335055023	0.996540140782556	0.999454209423476	2.70068335055023	0.0034598592174442	0.0842486682162513
