Name	Genes (tot)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)
LacCer pool[c]	63	3.30761610382133	0.000470468494582259	0.00475765473992182	2.96125620773429	0.00153193474137865	0.0378987333845414	0.916033500096289	0.179824662270947	0.724555821199122	2.92914358292078	0.00169948686437135	0.0327656050070542	-2.92914358292078	0.998300513135629	0.999999816270873
UDP[c]	154	3.81796270044261	6.72791314591312e-05	0.000981585276929375	1.5977175521367	0.0550529253442228	0.203009384868684	1.20939971342044	0.113254659350281	0.570282311241681	0.20169180080546	0.420078836442993	0.9620033833905	-0.20169180080546	0.579921163557007	0.999999816270873
UDP[g]	107	4.35644765380097	6.60951440564278e-06	0.000131359439073729	2.71306454192474	0.0033332060514257	0.0611804594600395	1.47449190743286	0.0701745975026617	0.464294720686215	2.63805565472668	0.00416914479916218	0.06566701912443	-2.63805565472668	0.995830855200838	0.999999816270873
UDP-galactose[c]	64	3.06362302640617	0.00109337135626225	0.00797600386811824	2.44672724458966	0.00720799440833852	0.0732383717561539	0.488071179082309	0.31274971229166	0.776479805353851	3.02537321567904	0.00124163246127551	0.0294370362694068	-3.02537321567904	0.998758367538724	0.999999816270873
UDP-galactose[g]	62	3.03100428608152	0.00121870893954352	0.00866806733250327	2.57399068591944	0.00502664897795569	0.0628310955403772	0.401611890984642	0.343984838653761	0.776479805353851	3.05931203611242	0.00110922975344801	0.0274413795526922	-3.05931203611242	0.998890770246552	0.999999816270873
D-galactosyl-N-acylsphingosine[c]	52	2.77424737283835	0.00276647941198909	0.0134540750890752	2.56291219597121	0.00518991474586596	0.0628310955403772	0.5550209797683	0.289440155229984	0.776479805353851	3.17482682402137	0.000749629742794736	0.0266587077281378	-3.17482682402137	0.999250370257205	0.999999816270873
D-galactosyl-N-acylsphingosine[g]	53	2.82802347065647	0.0023418186278921	0.0129368427113651	2.56291219597121	0.00518991474586596	0.0628310955403772	0.674889496958239	0.249872986971082	0.776479805353851	3.00067131389044	0.00134692586434453	0.0294769544927707	-3.00067131389044	0.998653074135656	0.999999816270873
digalactosylceramide[c]	51	2.73039960327986	0.00316287986255302	0.0148080436863631	2.53667446524676	0.00559554822994949	0.0636773388568252	0.5550209797683	0.289440155229984	0.776479805353851	3.08454710301476	0.00101931162996883	0.0274413795526922	-3.08454710301476	0.998980688370031	0.999999816270873
digalactosylceramide[g]	52	2.78440287976408	0.00268131891492726	0.0133843645544368	2.53667446524676	0.00559554822994949	0.0636773388568252	0.674889496958239	0.249872986971082	0.776479805353851	2.90341734524047	0.00184557194616901	0.0338751753990377	-2.90341734524047	0.998154428053831	0.999999816270873
glucosylceramide pool[c]	56	2.74201446695803	0.00305318260494764	0.0145988311110522	2.50363944530126	0.00614616151183154	0.0672531903890797	-0.0241607411332024	0.509637803490577	0.90443827629257	3.18950602595189	0.000712580839146171	0.0266587077281378	-3.18950602595189	0.999287419160854	0.999999816270873
glucosylceramide pool[r]	53	2.78020877718193	0.00271619802959649	0.0134392754681774	2.48678618591699	0.00644514225550733	0.0691940744034655	0.5550209797683	0.289440155229984	0.776479805353851	3.19897913862654	0.000689575740734585	0.0266587077281378	-3.19897913862654	0.999310424259265	0.999999816270873
LacCer pool[r]	51	2.73039960327986	0.00316287986255302	0.0148080436863631	2.53667446524676	0.00559554822994949	0.0636773388568252	0.5550209797683	0.289440155229984	0.776479805353851	3.08454710301476	0.00101931162996883	0.0274413795526922	-3.08454710301476	0.998980688370031	0.999999816270873
UDP[r]	82	2.0393099064306	0.0207095537855745	0.0497204055020756	2.21613838276535	0.013341013125998	0.0985848892038035	-0.140724739454817	0.555956299839623	0.90443827629257	3.41844754412354	0.000314897280831078	0.0199085058658759	-3.41844754412354	0.999685102719169	0.999999816270873
UDP-galactose[r]	53	2.79261448389905	0.00261419813104742	0.0133843645544368	2.56291219597121	0.00518991474586596	0.0628310955403772	0.512204717545502	0.304253870895538	0.776479805353851	3.06771139481199	0.00107852416303177	0.0274413795526922	-3.06771139481199	0.998921475836968	0.999999816270873
UDP-N-acetylglucosamine[g]	32	2.15790563526579	0.015467584640698	0.0401960889203562	1.08921164610292	0.138030282188674	0.353195050431445	1.2273246674873	0.10985029390672	0.568172347201112	-0.301990144430467	0.618670211987045	0.9620033833905	0.301990144430467	0.381329788012955	0.797708269777102
