Name	Genes (tot)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)
H+[g]	198	3.24123424076911	0.000595066731813875	0.0166931877924629	0.296307404060064	0.383497666043552	0.96690765667489	4.35399227104742	6.68402108183455e-06	0.00118752774553927	-2.24711142542171	0.98768354653993	0.999998555555973	2.24711142542171	0.01231645346007	0.438677762953006
LacCer pool[c]	61	3.01840606339147	0.00127054083409655	0.0282165943572275	2.35920837249197	0.00915698454444099	0.232412988675574	0.324708337101046	0.372700912101579	0.975266693862983	2.45258392001652	0.00709171456060335	0.139995698548207	-2.45258392001652	0.992908285439397	1
UDP[c]	146	0.181428189325255	0.428015747068506	0.597205217768361	-1.12204418293486	0.869078172753306	0.969106121750952	-0.723501258825184	0.765314009505352	0.975266693862983	-0.369377890592738	0.644076962325343	0.885730687950776	0.369377890592738	0.355923037674657	0.810756403417597
UDP[g]	102	1.32227116452287	0.0930389355856036	0.490987650169571	-0.119433330628102	0.547533971876367	0.96690765667489	1.38248104600978	0.0834120231509416	0.588220680207546	-0.886134003411569	0.812227339159106	0.939082802108033	0.886134003411569	0.187772660840894	0.810756403417597
UDP-galactose[c]	61	0.382340259989328	0.351104497900897	0.551685358773503	-0.583537998930426	0.720234407751631	0.969106121750952	-0.363370315198743	0.641835863233006	0.975266693862983	-0.362026063036039	0.641333722945539	0.885730687950776	0.362026063036039	0.358666277054461	0.810756403417597
UDP-galactose[g]	60	0.0390558906643545	0.484422914133245	0.637524477118567	-0.920124325585511	0.821246103100219	0.969106121750952	-0.564416141892093	0.713764522062662	0.975266693862983	-0.614497097629213	0.730556554799934	0.885730687950776	0.614497097629213	0.269443445200066	0.810756403417597
D-galactosyl-N-acylsphingosine[c]	50	0.429695218435071	0.333708681058359	0.551685358773503	-0.633514601882117	0.736801175757815	0.969106121750952	0.112242425916487	0.455315595335064	0.975266693862983	-0.493027773098625	0.689003518249802	0.885730687950776	0.493027773098625	0.310996481750198	0.810756403417597
D-galactosyl-N-acylsphingosine[g]	51	0.388547897869998	0.348805307685143	0.551685358773503	-0.708296839366817	0.760619530275478	0.969106121750952	0.112242425916487	0.455315595335064	0.975266693862983	-0.47832212227935	0.683789523369675	0.885730687950776	0.47832212227935	0.316210476630325	0.810756403417597
digalactosylceramide[c]	49	0.526842991695429	0.299151312571108	0.551685358773503	-0.633514601882117	0.736801175757815	0.969106121750952	0.392132223936475	0.347480259531936	0.975266693862983	-0.481530374920386	0.684930201543674	0.885730687950776	0.481530374920386	0.315069798456326	0.810756403417597
digalactosylceramide[g]	50	0.483577770417179	0.314342777072211	0.551685358773503	-0.708296839366817	0.760619530275478	0.969106121750952	0.392132223936475	0.347480259531936	0.975266693862983	-0.466964463859662	0.679737348594885	0.885730687950776	0.466964463859662	0.320262651405115	0.810756403417597
glucosylceramide pool[c]	54	1.21560798994087	0.11206714451328	0.49750385405578	0.00428587580289766	0.498290188168189	0.96690765667489	0.850724218960353	0.197461283167833	0.838182137056875	-0.19721609025894	0.578170780160589	0.885730687950776	0.19721609025894	0.421829219839411	0.826386908263818
glucosylceramide pool[r]	51	0.746216072528842	0.227768450278891	0.525730039573306	-0.633514601882117	0.736801175757815	0.969106121750952	0.991362576921074	0.160754283461739	0.73863821625092	-0.827688732039627	0.796076598945467	0.924420102914889	0.827688732039627	0.203923401054533	0.810756403417597
LacCer pool[r]	49	0.526842991695429	0.299151312571108	0.551685358773503	-0.633514601882117	0.736801175757815	0.969106121750952	0.392132223936475	0.347480259531936	0.975266693862983	-0.481530374920386	0.684930201543674	0.885730687950776	0.481530374920386	0.315069798456326	0.810756403417597
UDP[r]	78	0.536148150237347	0.295928082335333	0.551685358773503	-0.745850123209222	0.772121021196866	0.969106121750952	0.816818916966326	0.207015959996283	0.868815013212746	-0.163713857072562	0.565021795814941	0.885730687950776	0.163713857072562	0.434978204185059	0.826386908263818
UDP-galactose[r]	51	0.4503123152329	0.326242630139502	0.551685358773503	-0.62848907259205	0.735158198570933	0.969106121750952	0.112242425916487	0.455315595335064	0.975266693862983	-0.429337231597237	0.666161087187355	0.885730687950776	0.429337231597237	0.333838912812645	0.810756403417597
UDP-N-acetylglucosamine[g]	31	0.453574658220708	0.325067498351311	0.551685358773503	0.518494766388906	0.30205655533898	0.96690765667489	0.215417976429052	0.414720727913477	0.975266693862983	-0.652892776108499	0.743087296797207	0.885730687950776	0.652892776108499	0.256912703202793	0.810756403417597
DNA[c]	65	0.461469904335068	0.322230754353195	0.551685358773503	-1.11073777835946	0.866659382040703	0.969106121750952	0.851008607387261	0.197382285712307	0.838182137056875	-0.590745884612722	0.722654650583235	0.885730687950776	0.590745884612722	0.277345349416765	0.810756403417597
DNA[n]	37	0.136062233347941	0.44588604161913	0.604725852882943	-1.05098944511687	0.853368281235611	0.969106121750952	0.560386501667047	0.28760791835049	0.975266693862983	-1.41639838454328	0.921670551676908	0.998476430983317	1.41639838454328	0.0783294483230924	0.810756403417597
AMP[m]	65	0.574058524927818	0.282964099102117	0.551685358773503	-0.209131795277474	0.58282732279569	0.96690765667489	0.068993929637814	0.472497225717029	0.975266693862983	0.258761048275097	0.397909806722938	0.885730687950776	-0.258761048275097	0.602090193277062	0.941096988318692
ATP[m]	123	1.48696102664771	0.0685125523193735	0.39596044887343	-0.0164507005899839	0.50656258400575	0.96690765667489	0.978202196738494	0.163987165104057	0.747052641029592	-0.0621951341876825	0.524796281327059	0.885730687950776	0.0621951341876825	0.475203718672941	0.826386908263818
CoA[c]	181	1.9186542718856	0.0275140511336056	0.257280513231786	1.1209435590043	0.131155943953036	0.896232283679082	-0.627517300756934	0.734839900433997	0.975266693862983	0.373621732754204	0.354342881330758	0.885730687950776	-0.373621732754204	0.645657118669242	0.972133458335328
CoA[m]	97	1.37070911644476	0.085232825896605	0.468341197967943	0.2654242590017	0.395341325080109	0.96690765667489	0.874413101161443	0.190946662610799	0.831253506106429	-0.366438974018237	0.642981228992248	0.885730687950776	0.366438974018237	0.357018771007752	0.810756403417597
PPi[m]	54	1.0178534742811	0.154373797449265	0.508970283594038	0.171209116790498	0.432029669588615	0.96690765667489	0.929843576198683	0.176226040269936	0.782276980026867	0.0902594619260689	0.464040516656269	0.885730687950776	-0.0902594619260689	0.535959483343731	0.886605285398784
1,2-diacylglycerol-LD-PC pool[c]	20	-1.68110413791446	0.953628655595027	0.957220477273351	-1.05425330463147	0.854116519385573	0.969106121750952	-0.804587835741502	0.78947121800945	0.975266693862983	0.0542444099368689	0.478370219366888	0.885730687950776	-0.0542444099368689	0.521629780633112	0.8715632384873
1,2-diacylglycerol-LD-PI pool[c]	32	1.12799053985246	0.129661957202951	0.500795820211399	1.65069189504275	0.049400751818383	0.612339551609259	0.848267989861132	0.198144370111006	0.838182137056875	0.733657559646479	0.231578735319959	0.817426926659192	-0.733657559646479	0.768421264680041	1
1,2-diacylglycerol-LD-TAG pool[c]	46	-0.0858727759814562	0.534216223415307	0.686113848386406	-0.211599393414148	0.583790208699556	0.96690765667489	0.285505266510944	0.387628535075242	0.975266693862983	-0.327428595813075	0.628328129473425	0.885730687950776	0.327428595813075	0.371671870526575	0.810756403417597
H2O[r]	146	2.7618642218132	0.0028736186869254	0.0547013842904014	2.79762904791645	0.00257395990169987	0.0762178126447795	-1.89208096348653	0.970759902863464	0.987864216353526	4.62528533454175	1.87041531256336e-06	0.000110770151288475	-4.62528533454175	0.999998129584687	1
H2O[s]	168	3.52565331678517	0.000211219788395599	0.00772152711465518	3.82033754350276	6.66345812356185e-05	0.00394624797762052	-1.42780327861126	0.923325755550207	0.984265255416521	5.5022728725674	1.87463033886657e-08	1.24897246326985e-06	-5.5022728725674	0.999999981253697	1
retinol[c]	42	-1.44466531398665	0.925724041387333	0.934490367536835	-0.925373829395967	0.822614256471031	0.969106121750952	-1.10305489553072	0.864998336720109	0.975266693862983	0.459396589483486	0.322974698470769	0.885730687950776	-0.459396589483486	0.677025301529231	0.999596913338171
retinyl-ester[c]	24	-1.67887210611845	0.953411514061547	0.957220477273351	-1.00619433476566	0.842838951587234	0.969106121750952	-1.23787049180706	0.89211795734488	0.975266693862983	-0.166447997641691	0.566097797964733	0.885730687950776	0.166447997641691	0.433902202035267	0.826386908263818
TAG-LD pool[c]	30	-0.986910519167015	0.838156746533701	0.859110665197044	-0.463218170859091	0.678396003571085	0.969106121750952	-0.742653082970292	0.771154129212026	0.975266693862983	-0.27859337531501	0.609721551379874	0.885730687950776	0.27859337531501	0.390278448620126	0.812571926228622
fatty acid pool[c]	66	0.279148660443623	0.390065370542597	0.558393581998887	0.717501940511144	0.236532219745987	0.96690765667489	-1.01827660701918	0.845726738883778	0.975266693862983	1.59403284117943	0.0554643397051619	0.492708217714188	-1.59403284117943	0.944535660294838	1
