Name	Genes (tot)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)
LacCer pool[c]	62	4.5337726689148	2.89696934307817e-06	8.09702931390348e-05	3.45332962607712	0.000276855975009605	0.00736964238239852	2.72461806945151	0.0032187954118156	0.0310225281931883	0.21310389608943	0.415622962902036	0.999841443284821	-0.21310389608943	0.584377037097964	0.831213139281837
UDP[c]	152	4.66725136505964	1.52627898004977e-06	4.79551487395641e-05	2.32306979049266	0.0100877017723044	0.122587506319961	3.60757738650926	0.000154534685260936	0.00846659996310816	-0.492169218277792	0.688700138494258	0.999841443284821	0.492169218277792	0.311299861505742	0.675976801459269
UDP[g]	105	4.66059903896011	1.5764520148578e-06	4.79551487395641e-05	2.04308563964296	0.0205219806089418	0.208577948370881	3.54106126543233	0.000199260514986109	0.00846659996310816	-2.12620505075682	0.983256905127595	0.999841443284821	2.12620505075682	0.0167430948724048	0.194987292368214
UDP-galactose[c]	63	3.27784138657945	0.000523020779721588	0.00449797870560566	1.36029972709595	0.0868675473553046	0.386813760166351	2.41476513570631	0.00787267940782332	0.0530220215538944	-1.47078701454941	0.929325637356315	0.999841443284821	1.47078701454941	0.0706743626436846	0.429423573019779
UDP-galactose[g]	61	3.36416450125478	0.00038387883329866	0.00390160486934456	1.51985992305972	0.0642730924107929	0.326890851574894	2.67864397581189	0.0036960472458984	0.0324770617792508	-1.23700515641898	0.891957415847024	0.999841443284821	1.23700515641898	0.108042584152976	0.510656415533151
D-galactosyl-N-acylsphingosine[c]	51	3.53263696834178	0.000205718516988226	0.00267434072084694	1.24850702748093	0.105922718238123	0.399710168138479	2.91571220984671	0.00177438839043975	0.0236162645299005	-1.94823880554848	0.974306802230662	0.999841443284821	1.94823880554848	0.0256931977693381	0.218006258665353
D-galactosyl-N-acylsphingosine[g]	52	3.62874416269415	0.000142401654567377	0.00204109038213241	1.24850702748093	0.105922718238123	0.399710168138479	3.14131072451346	0.000840967422359782	0.0146906496593474	-2.16456930550545	0.98478965812581	0.999841443284821	2.16456930550545	0.0152103418741899	0.191411245712255
digalactosylceramide[c]	50	3.32555543546323	0.000441212753082522	0.00411135492197273	1.24850702748093	0.105922718238123	0.399710168138479	2.312150684172	0.0103846904403714	0.0593577853229682	-1.45589299674801	0.92728889902189	0.999841443284821	1.45589299674801	0.0727111009781099	0.432398994114505
digalactosylceramide[g]	51	3.42336527095681	0.000309254519159111	0.00352381888621816	1.24850702748093	0.105922718238123	0.399710168138479	2.55270112163171	0.00534455882655963	0.0388976975214464	-1.67982376338153	0.953504194899855	0.999841443284821	1.67982376338153	0.0464958051001454	0.336242157107564
glucosylceramide pool[c]	55	3.31635468660302	0.0004560000092349	0.00411135492197273	0.994029562436022	0.160104237668168	0.432387497028695	2.22582170994234	0.0130130630182034	0.0593577853229682	-1.54466535972385	0.938786386065868	0.999841443284821	1.54466535972385	0.061213613934132	0.388845570331588
glucosylceramide pool[r]	52	3.29336463870002	0.000494979980932869	0.00439196522764244	1.04536695652464	0.147926701291306	0.432387497028695	2.33008908771696	0.0099007215282338	0.0582579298345547	-1.51254952313064	0.934802937926077	0.999841443284821	1.51254952313064	0.0651970620739232	0.409496153924978
LacCer pool[r]	50	3.32555543546323	0.000441212753082522	0.00411135492197273	1.24850702748093	0.105922718238123	0.399710168138479	2.312150684172	0.0103846904403714	0.0593577853229682	-1.45589299674801	0.92728889902189	0.999841443284821	1.45589299674801	0.0727111009781099	0.432398994114505
UDP[r]	79	3.22639263518881	0.000626806274089915	0.00515271628259209	1.96759420928004	0.0245573732766429	0.214493307213178	2.68632260068676	0.00361216498586413	0.0324770617792508	-0.364110669860742	0.642112315236059	0.999841443284821	0.364110669860742	0.357887684763941	0.675976801459269
UDP-galactose[r]	52	3.53318909959009	0.000205289341703095	0.00267434072084694	1.24850702748093	0.105922718238123	0.399710168138479	2.82605191248481	0.00235628130015768	0.0271264603378079	-1.98181860422616	0.976250226764683	0.999841443284821	1.98181860422616	0.0237497732353173	0.217641364566268
UDP-N-acetylglucosamine[g]	32	2.76841228424224	0.0028165073276476	0.0130322988753467	1.30452924514835	0.0960265974381224	0.399710168138479	1.80639788279694	0.0354281060301283	0.0952605919720635	-0.98580823309227	0.837886387560058	0.999841443284821	0.98580823309227	0.162113612439942	0.600795927556143
DNA[c]	65	3.00765846950327	0.00131634411902279	0.00791221895197567	0.556891883367207	0.288800650261547	0.432387497028695	1.17338581975301	0.120320560551284	0.181781603643697	-0.970000262638334	0.833976819393198	0.999841443284821	0.970000262638334	0.166023180606802	0.600795927556143
DNA[n]	37	2.11520897297209	0.0172060702603285	0.0429258920236408	0.179882422339161	0.428622437520977	0.528918195528093	0.700021978103682	0.241956789526541	0.315277028777008	-0.762251899632116	0.777045162056284	0.999841443284821	0.762251899632116	0.222954837943716	0.600795927556143
AMP[m]	66	3.41819508933399	0.000315189524706454	0.00352381888621816	0.568699749057639	0.284779959072495	0.432387497028695	2.88591872747047	0.00195136461887202	0.0247912004988513	-0.981194363921682	0.836751548503878	0.999841443284821	0.981194363921682	0.163248451496122	0.600795927556143
ATP[m]	130	4.04785289584939	2.58448071554972e-05	0.000474887541158902	0.969145726835749	0.166236242770071	0.432387497028695	2.73475811067636	0.00312130657153468	0.0310225281931883	-1.21266223304797	0.887370507598663	0.999841443284821	1.21266223304797	0.112629492401337	0.510656415533151
CoA[c]	186	5.28154755407828	6.4048611659729e-08	2.98359782648238e-06	1.82830021962182	0.0337522534462514	0.254966346979115	2.37011560807152	0.00889126199275114	0.0571289132637688	-0.75349300787802	0.774423144285187	0.999841443284821	0.75349300787802	0.225576855714813	0.600795927556143
CoA[m]	99	3.75335896255351	8.72403596300907e-05	0.00135464891758946	0.899370211824703	0.184227750180862	0.432387497028695	2.73289995526028	0.00313896991268244	0.0310225281931883	-0.835942347988458	0.798406331429275	0.999841443284821	0.835942347988458	0.201593668570725	0.600795927556143
PPi[m]	55	3.34750851355145	0.000407707415654404	0.00401659505550574	0.645208062020661	0.259396181189936	0.432387497028695	3.06245431373388	0.00109764991897586	0.0180466560208091	-1.40485474870699	0.919967762527382	0.999841443284821	1.40485474870699	0.0800322374726178	0.456510415787687
1,2-diacylglycerol-LD-PC pool[c]	27	1.56289541838329	0.0590385977460532	0.0943687918987886	-0.0257734969608167	0.510280999406899	0.606908678017993	1.80134040925874	0.0358246211833403	0.0958180059401302	-1.29013965007074	0.901498912332658	0.999841443284821	1.29013965007074	0.0985010876673419	0.509834333389297
1,2-diacylglycerol-LD-PE pool[c]	25	1.64703640651131	0.049775281461726	0.0825649327510529	-0.0257734969608167	0.510280999406899	0.606908678017993	2.47027165311834	0.00675052416501497	0.0465869507190539	-1.37368585893945	0.915230385569091	0.999841443284821	1.37368585893945	0.084769614430909	0.464570730067433
1,2-diacylglycerol-LD-PI pool[c]	39	2.8585657630396	0.00212780444461749	0.0108131153140107	1.94916351843021	0.0256379500672539	0.220486370578384	2.35832529851101	0.00917879915825607	0.0576967991445356	-0.161866376427841	0.564294459342529	0.999841443284821	0.161866376427841	0.435705540657471	0.735387116612567
1,2-diacylglycerol-LD-PS pool[c]	25	1.64703640651131	0.049775281461726	0.0825649327510529	-0.0257734969608167	0.510280999406899	0.606908678017993	2.47027165311834	0.00675052416501497	0.0465869507190539	-1.37368585893945	0.915230385569091	0.999841443284821	1.37368585893945	0.084769614430909	0.464570730067433
1,2-diacylglycerol-LD-SM pool[c]	23	1.46835097485229	0.0710044555546316	0.107565015325309	-0.179832243647535	0.571357865257161	0.658534116863408	2.33961880356421	0.00965171552214669	0.0577857522675763	-1.39847591302699	0.919014899546412	0.999841443284821	1.39847591302699	0.0809851004535884	0.457279506601575
1,2-diacylglycerol-LD-TAG pool[c]	54	2.34919112883722	0.00940712322278422	0.030489553248583	0.493969660572663	0.31066380318298	0.432387497028695	1.0362186723594	0.15005006875464	0.220731548510115	-0.814235633500745	0.792245012206268	0.999841443284821	0.814235633500745	0.207754987793732	0.600795927556143
H2O[r]	148	5.04970250887591	2.21249313088554e-07	8.24522440110011e-06	5.45862336627738	2.39920203807643e-08	1.67644242410591e-06	1.31307059463695	0.0945795806726982	0.155518373226897	4.83360084790519	6.70426519350566e-07	3.74768424316967e-05	-4.83360084790519	0.999999329573481	1
H2O[s]	175	4.41997453479191	4.93562663840254e-06	0.000131381680517477	4.59300633760381	2.18452894408641e-06	0.000101762639978692	2.23683201970436	0.0126486604769493	0.0593577853229682	2.46996158224703	0.00675637815995108	0.0899241759860156	-2.46996158224703	0.993243621840049	1
retinol[c]	42	1.21622711628655	0.111949208396943	0.156449018734728	0.575797046846613	0.282376184935419	0.432387497028695	-0.166042976418546	0.565938435358555	0.643007287328114	0.765238049533081	0.222064903058852	0.999841443284821	-0.765238049533081	0.777935096941148	0.979425207743836
retinyl-ester[c]	23	1.29361405477437	0.0978993826400339	0.138546214926023	-0.455689791982954	0.675693468214923	0.731054577961588	1.75599323226969	0.0395447820766198	0.103296884022572	-2.1954780122455	0.985935336772714	0.999841443284821	2.1954780122455	0.0140646632272858	0.191411245712255
TAG-LD pool[c]	30	1.22028274967652	0.111178853424471	0.155761852291427	-0.892570051899233	0.813956268526841	0.822787620445758	0.883947214885374	0.188362353983224	0.252504930159765	-2.24573422783359	0.98763948179585	0.999841443284821	2.24573422783359	0.0123605182041499	0.172738241902995
fatty acid pool[c]	67	2.14956467053947	0.0157948327486669	0.0414521666972055	0.690974023541863	0.244790932779732	0.432387497028695	1.49244125338557	0.0677917535465304	0.129785127780664	-1.21484172386482	0.88778676806532	0.999841443284821	1.21484172386482	0.11221323193468	0.510656415533151
AKG[c]	43	3.14255196836836	0.000837409897609889	0.0058514016595491	1.58637590841431	0.0563270310597786	0.311750597647686	2.11231319764394	0.0173297973049276	0.062734365774369	0.913079710382135	0.180600310255397	0.999841443284821	-0.913079710382135	0.819399689744603	0.990243032055934
AKG[m]	30	2.8772619691491	0.00200571210764486	0.0102861749373714	1.9791029094214	0.0239022104909778	0.212678764473987	1.55770917394407	0.0596511024034034	0.129785127780664	0.381702435882914	0.351341046539593	0.999841443284821	-0.381702435882914	0.648658953460407	0.890909963106554
glutamate[c]	75	4.00807640856354	3.06076582774873e-05	0.000534677530534857	1.62098425876803	0.0525105073368902	0.304212660941286	2.57990000638316	0.00494144636188407	0.0388976975214464	-1.20600767846342	0.886092735104906	0.999841443284821	1.20600767846342	0.113907264895094	0.510656415533151
glutamate[m]	22	1.9117118949287	0.0279565788944499	0.0558133128642769	1.53741738412809	0.062095565994996	0.325473533683724	-0.331786985627075	0.629974943937284	0.705567615972964	0.418436024966793	0.337814175979078	0.999841443284821	-0.418436024966793	0.662185824020922	0.900637166977361
pyruvate[m]	21	0.368910115782709	0.356097361531652	0.372071822609708	0.620845718792557	0.267350569415714	0.432387497028695	0.180913800491082	0.428217618185204	0.523793541718881	0.719079714625917	0.236045902634092	0.999841443284821	-0.719079714625917	0.763954097365908	0.978141728291471
acetyl-CoA[c]	129	4.3564757492633	6.60866647331767e-06	0.00016792020720839	1.42974137911233	0.0763956296741781	0.358866865444248	1.12134455725884	0.131070613061251	0.194862959311807	-1.09761414992517	0.863813494276126	0.999841443284821	1.09761414992517	0.136186505723874	0.543773262140327
alanine[c]	55	3.25656607033157	0.000563843411792657	0.00477558283624387	1.92310519319647	0.0272334201436009	0.227216147168253	3.84754897704413	5.96527158978237e-05	0.00666917363737669	-0.800881454006001	0.788399861152765	0.999841443284821	0.800881454006001	0.211600138847235	0.600795927556143
10,11-epoxy-(4Z,7Z)-hexadecadienoic acid[c]	25	1.99503451595833	0.0230195577415425	0.0508613943775584	0.624201060987744	0.266247775089991	0.432387497028695	0.948258674773579	0.171498891652143	0.2414808071374	0.177136458073193	0.429700602655367	0.999841443284821	-0.177136458073193	0.570299397344633	0.824551234627284
11,12-EET[c]	49	2.15519090796206	0.0155734490534797	0.0412585688194082	0.811250395213846	0.208610945175977	0.432387497028695	2.18310855576736	0.01451390833308	0.0593577853229682	-0.250471162285119	0.598888498380355	0.999841443284821	0.250471162285119	0.401111501619645	0.698508814346983
11-carboxy-alpha-chromanol[m]	25	1.99503451595833	0.0230195577415425	0.0508613943775584	0.624201060987744	0.266247775089991	0.432387497028695	0.948258674773579	0.171498891652143	0.2414808071374	0.177136458073193	0.429700602655367	0.999841443284821	-0.177136458073193	0.570299397344633	0.824551234627284
11-carboxy-alpha-tocotrienol[m]	29	2.18987514938652	0.0142666463462281	0.0389027088172757	0.667175237679775	0.252330103096162	0.432387497028695	1.18737016587647	0.117540821273131	0.178063195370407	0.0741146459323451	0.470459580771915	0.999841443284821	-0.0741146459323451	0.529540419228085	0.822258595412499
11-carboxy-gamma-chromanol[m]	25	1.99503451595833	0.0230195577415425	0.0508613943775584	0.624201060987744	0.266247775089991	0.432387497028695	0.948258674773579	0.171498891652143	0.2414808071374	0.177136458073193	0.429700602655367	0.999841443284821	-0.177136458073193	0.570299397344633	0.824551234627284
11-carboxy-gamma-tocotrienol[m]	29	2.18987514938652	0.0142666463462281	0.0389027088172757	0.667175237679775	0.252330103096162	0.432387497028695	1.18737016587647	0.117540821273131	0.178063195370407	0.0741146459323451	0.470459580771915	0.999841443284821	-0.0741146459323451	0.529540419228085	0.822258595412499
12,13-epoxy-(6Z,9Z)-octadecadienoic acid[c]	25	1.99503451595833	0.0230195577415425	0.0508613943775584	0.624201060987744	0.266247775089991	0.432387497028695	0.948258674773579	0.171498891652143	0.2414808071374	0.177136458073193	0.429700602655367	0.999841443284821	-0.177136458073193	0.570299397344633	0.824551234627284
13-carboxy-alpha-tocotrienol[m]	25	1.99503451595833	0.0230195577415425	0.0508613943775584	0.624201060987744	0.266247775089991	0.432387497028695	0.948258674773579	0.171498891652143	0.2414808071374	0.177136458073193	0.429700602655367	0.999841443284821	-0.177136458073193	0.570299397344633	0.824551234627284
14,15-EET[c]	49	2.15519090796206	0.0155734490534797	0.0412585688194082	0.811250395213846	0.208610945175977	0.432387497028695	2.18310855576736	0.01451390833308	0.0593577853229682	-0.250471162285119	0.598888498380355	0.999841443284821	0.250471162285119	0.401111501619645	0.698508814346983
3-carboxy-alpha-chromanol[m]	25	1.99503451595833	0.0230195577415425	0.0508613943775584	0.624201060987744	0.266247775089991	0.432387497028695	0.948258674773579	0.171498891652143	0.2414808071374	0.177136458073193	0.429700602655367	0.999841443284821	-0.177136458073193	0.570299397344633	0.824551234627284
5,6-epoxy-(8Z)-tetradecenoic acid[c]	25	1.99503451595833	0.0230195577415425	0.0508613943775584	0.624201060987744	0.266247775089991	0.432387497028695	0.948258674773579	0.171498891652143	0.2414808071374	0.177136458073193	0.429700602655367	0.999841443284821	-0.177136458073193	0.570299397344633	0.824551234627284
5-carboxy-alpha-chromanol[m]	29	2.18987514938652	0.0142666463462281	0.0389027088172757	0.667175237679775	0.252330103096162	0.432387497028695	1.18737016587647	0.117540821273131	0.178063195370407	0.0741146459323451	0.470459580771915	0.999841443284821	-0.0741146459323451	0.529540419228085	0.822258595412499
5-carboxy-gamma-chromanol[m]	29	2.18987514938652	0.0142666463462281	0.0389027088172757	0.667175237679775	0.252330103096162	0.432387497028695	1.18737016587647	0.117540821273131	0.178063195370407	0.0741146459323451	0.470459580771915	0.999841443284821	-0.0741146459323451	0.529540419228085	0.822258595412499
7,8-epoxy-(4Z,10Z)-hexadecadienoic acid[c]	25	1.99503451595833	0.0230195577415425	0.0508613943775584	0.624201060987744	0.266247775089991	0.432387497028695	0.948258674773579	0.171498891652143	0.2414808071374	0.177136458073193	0.429700602655367	0.999841443284821	-0.177136458073193	0.570299397344633	0.824551234627284
7-carboxy-alpha-chromanol[m]	25	1.99503451595833	0.0230195577415425	0.0508613943775584	0.624201060987744	0.266247775089991	0.432387497028695	0.948258674773579	0.171498891652143	0.2414808071374	0.177136458073193	0.429700602655367	0.999841443284821	-0.177136458073193	0.570299397344633	0.824551234627284
7-carboxy-alpha-tocotrienol[m]	29	2.18987514938652	0.0142666463462281	0.0389027088172757	0.667175237679775	0.252330103096162	0.432387497028695	1.18737016587647	0.117540821273131	0.178063195370407	0.0741146459323451	0.470459580771915	0.999841443284821	-0.0741146459323451	0.529540419228085	0.822258595412499
7-carboxy-gamma-chromanol[m]	25	1.99503451595833	0.0230195577415425	0.0508613943775584	0.624201060987744	0.266247775089991	0.432387497028695	0.948258674773579	0.171498891652143	0.2414808071374	0.177136458073193	0.429700602655367	0.999841443284821	-0.177136458073193	0.570299397344633	0.824551234627284
7-carboxy-gamma-tocotrienol[m]	29	2.18987514938652	0.0142666463462281	0.0389027088172757	0.667175237679775	0.252330103096162	0.432387497028695	1.18737016587647	0.117540821273131	0.178063195370407	0.0741146459323451	0.470459580771915	0.999841443284821	-0.0741146459323451	0.529540419228085	0.822258595412499
