Gene	p	FC
4933401J01Rik	1	0
Gm26206	1	0
Xkr4	0.538012141615442	0.074511713112053
Gm18956	1	0
Gm37180	0.917199758947087	0.143899953823874
Gm37363	0.829675533866218	-0.446742401511209
Gm37686	0.96238176822466	0.166046921269168
Gm37329	0.961259416928764	0.113907871895875
Gm7341	0.895523460771933	-0.181167707700914
Gm38148	0.407802592177574	1.43629408719673
Gm19938	0.972732753602006	-0.0249396620939692
Gm10568	0.172413670205526	-0.917840273975054
Rp1	0.801548763903625	-0.171057328836356
Sox17	0.0406803942290231	0.368411172336734
Gm37587	0.737397064303008	-0.560732370627647
Gm7357	0.504787971987347	-0.544155362275058
Gm22307	0.890599421935065	0.881943755409549
Gm38076	1	0
Gm37323	0.756791092253361	-0.568938051459107
Gm7369	0.961707128350968	0.160613466994032
Gm6085	0.313141148334615	0.88153524685622
Gm6119	0.805387445497961	0.875049935468272
Gm25493	0.663118672025794	-1.14145148587678
Gm2053	0.719076404416997	-1.79740949841735
Gm6123	0.420631688623752	0.742111505254899
Mrpl15	0.386313511038115	-0.0500822436249594
Gm37144	0.971251445325376	0.0167770712386673
Lypla1	0.280198081566308	-0.150420061966688
Tcea1	0.581859290457865	-0.0454786513176614
Gm6104	0.894735422761717	-0.238672574349058
Gm37277	0.618518840251923	0.114686354715525
Rgs20	0.0451616714647026	-0.184667891924675
Gm17100	0.331548059702971	-1.43022273940353
Gm37079	0.35621574859416	0.785779315530526
Gm16041	0.904697746801495	0.171118925674516
Gm17101	0.817420100589389	-0.560731500762729
Atp6v1h	0.609108217581242	-0.0505060902613989
Gm7182	1	0
Gm37567	0.277986524885048	1.77211419878163
Gm38264	1	0
Oprk1	0.977292872219411	-0.0162271892369755
Gm37429	1	0
Npbwr1	0.93146825968582	0.0510658921384378
Rb1cc1	0.330335614471434	-0.0573552772745221
4732440D04Rik	0.935332446330498	0.0113589483923711
Alkal1	1	0
Gm2147	1	0
Gm19026	0.529941164287884	0.15283541201914
St18	0.921725565742829	0.0121259955310429
Gm42492	0.67436176001798	0.0823764390055221
Gm37108	0.392970860822513	-1.17435699284536
Gm5694	1	0
Pcmtd1	0.634795885212478	0.0368308457532488
Gm26983	0.98013950551484	0.160611022820372
Gm38372	0.29355569389049	0.298337793782123
Gm9826	0.891269978152826	0.881943529673807
Gm19002	1	0
Gm26901	0.265900552151559	-0.403647573279886
Gm7470	0.930743536087633	-0.560721484033062
Sntg1	0.774255129982408	0.0213138719525271
Gm38024	0.449190810056977	0.345211283079453
Gm16284	0.499267735898494	0.74717890672743
Gm38259	0.842249760226048	0.818272593440001
Gm23358	1	0
Gm37005	0.891269978152826	0.881943529673807
Gm15452	1	0
Gm36964	0.221003576962864	1.09044917220287
Gm24276	1	0
Gm7445	1	0
Gm7493	0.940897746717722	0.177724839950562
Gm37629	0.872033332572223	-0.560729757110461
Gm38008	1	0
Gm37143	0.846279412790223	-1.25041587448143
Gm6187	0.831826900592225	0.881954279863116
Gm7512	0.930743536087633	-0.560721484033061
Gm18300	0.630295184942513	0.544853355892848
Rrs1	0.674917620591126	0.0445511175779733
Adhfe1	0.00649145774480987	-0.266785484211154
2610203C22Rik	0.171906330352012	0.311615544596314
Gm6161	0.772456047210902	0.881957783851788
Vxn	0.860822819987279	0.0365998217526238
Gm29520	0.930743536087633	-0.560721484033061
Mybl1	0.486773081645667	-0.226677523274106
Vcpip1	0.589297022761733	0.0378401077776405
1700034P13Rik	0.883583154987021	-0.103009960514819
Sgk3	0.040726956593298	-0.378745311549697
Gm6195	0.938328444160021	0.176657430443064
Gm22607	1	0
Mcmdc2	0.821703886048112	0.0447495135951577
Snhg6	0.83813983111635	-0.0236919009757152
