Name	Genes (tot)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)
LacCer pool[c]	63	3.08674427562363	0.00101180801308234	0.0044694826404661	2.57477003099565	0.00501533772106011	0.046893407691912	0.705540614488607	0.240236933043222	0.311974350549184	1.499672834372	0.0668495853727412	0.517296221744681	-1.499672834372	0.933150414627259	1
UDP[c]	155	4.44203142148104	4.4556771371935e-06	5.55474416436789e-05	0.964160027763369	0.167482850610767	0.396578945375158	3.0217808797815	0.00125646190582196	0.00633006411722765	-3.24206773501992	0.999406670925758	1	3.24206773501992	0.000593329074242529	0.0133143044260024
UDP[g]	107	4.24835749129411	1.0767178219256e-05	0.000120807739620053	1.5128301771389	0.0651614006763608	0.272088751469503	3.14084973567958	0.000842292197660292	0.00618760603992843	-2.31875934474894	0.989795955632382	1	2.31875934474894	0.0102040443676182	0.0465403974815756
UDP-galactose[c]	64	1.96698852840947	0.0245922666549137	0.039417890266876	0.782937425093156	0.21683192945772	0.429832906098166	0.333326098190167	0.369444070606737	0.445976460668858	0.355422157439387	0.361136675918285	1	-0.355422157439387	0.638863324081715	0.889335793572809
UDP-galactose[g]	62	1.92908316500554	0.0268602693033251	0.0417413049284359	0.497432745960777	0.309441959210138	0.466793867168984	0.670738074158857	0.251193701628806	0.323953256583357	-0.361556990962738	0.641158445287248	1	0.361556990962738	0.358841554712752	0.602724886807946
D-galactosyl-N-acylsphingosine[c]	52	1.83154647946712	0.0335095084337245	0.0490831180974398	0.663375225793438	0.253545134300626	0.466793867168984	0.661431579104867	0.254167789845623	0.325543676035147	-0.0555954884301444	0.522167970670404	1	0.0555954884301444	0.477832029329596	0.716748043994393
D-galactosyl-N-acylsphingosine[g]	53	1.8528862327165	0.0319493333986795	0.0474168678218498	0.663563151361348	0.253484974055575	0.466793867168984	0.661431579104867	0.254167789845623	0.325543676035147	0.0380466186427034	0.484825256306615	1	-0.0380466186427034	0.515174743693385	0.748738422828987
digalactosylceramide[c]	51	1.92910072693641	0.0268591793911281	0.0417413049284359	0.663375225793438	0.253545134300626	0.466793867168984	0.91696760044772	0.179579809105357	0.238787101551797	-0.0615566561044817	0.524542052568459	1	0.0615566561044817	0.475457947431541	0.716647733663557
digalactosylceramide[g]	52	1.94999825118115	0.0255881637421619	0.0405507340659685	0.663563151361348	0.253484974055575	0.466793867168984	0.91696760044772	0.179579809105357	0.238787101551797	0.032738554812461	0.48694153903237	1	-0.032738554812461	0.51305846096763	0.748738422828987
glucosylceramide pool[c]	56	2.55901019706025	0.00524853311478055	0.0139546306985398	1.03447256978788	0.150457646899019	0.396578945375158	1.66250289098037	0.048205992090181	0.107089367730311	-0.28281899456829	0.611342203512402	1	0.28281899456829	0.388657796487598	0.635676454313535
glucosylceramide pool[r]	53	2.31575554697861	0.0102858098161557	0.0223656562281525	0.663375225793438	0.253545134300626	0.466793867168984	1.68310578663166	0.0461773072427237	0.106169956406426	-0.660257217022731	0.74545560995504	1	0.660257217022731	0.25454439004496	0.48599370340399
LacCer pool[r]	51	1.92910072693641	0.0268591793911281	0.0417413049284359	0.663375225793438	0.253545134300626	0.466793867168984	0.91696760044772	0.179579809105357	0.238787101551797	-0.0615566561044817	0.524542052568459	1	0.0615566561044817	0.475457947431541	0.716647733663557
UDP[r]	82	3.53710607077225	0.000202268581360594	0.00135086516837254	1.56649094503836	0.0586168633905749	0.252954310477788	2.30978986717159	0.010449895279895	0.0333090412046654	-0.525879824166573	0.700514146030065	1	0.525879824166573	0.299485853969935	0.526682019050576
UDP-galactose[r]	53	1.7836766429306	0.0372381118148261	0.0530217784977601	0.533456433005353	0.296858830881561	0.466793867168984	0.661431579104867	0.254167789845623	0.325543676035147	-0.0260396286684645	0.510387134974502	1	0.0260396286684645	0.489612865025498	0.730512811913043
UDP-N-acetylglucosamine[g]	32	2.04895062077693	0.0202334718392061	0.033694121904216	0.158372960093655	0.437081459788846	0.587060863186005	1.56312453319995	0.0590116530993785	0.123528124584893	-1.33148447582137	0.908485175127035	1	1.33148447582137	0.0915148248729646	0.307940482738923
DNA[c]	64	2.31848196138688	0.0102115711010641	0.0222906279676924	-0.412524927345988	0.660022643102098	0.68442274081382	1.53880704014185	0.0619257053252092	0.128182919205758	-2.30320813020641	0.98936643219546	1	2.30320813020641	0.0106335678045403	0.0473446947487867
DNA[n]	36	2.02408850230707	0.0214805232095634	0.0353389252802494	-0.70808796473051	0.760554683481473	0.772955031581715	1.69987163411293	0.0445775367691153	0.103767627084953	-3.53851137870836	0.999798805030846	1	3.53851137870836	0.000201194969153562	0.00513047171341583
AMP[m]	67	2.71786382783062	0.00328524366295158	0.0109703672316419	0.856335305728177	0.195906168936543	0.404056473431619	1.03900369436888	0.149401509051578	0.227458356629634	0.350344049284194	0.363040255426862	1	-0.350344049284194	0.636959744573138	0.888891583844603
