Gene	p	FC
Gm26206	1	0
Xkr4	0.695302180090032	0.0821838302015074
Gm18956	0.843968603079144	-0.948802460065779
Gm37180	0.953824562699427	-0.0555954920732607
Gm37363	0.371374242447092	1.14801054754411
Gm37686	0.489317403453481	-0.958845026751428
Gm37329	0.652826321203694	-0.895784425114371
Gm7341	0.288623017537068	-1.50705709271418
Gm38148	0.807258764505803	-0.245925967152788
Gm19938	0.797205059140089	0.0967130289104467
Gm10568	0.279468100679793	-0.573413853645018
Gm37381	1	0
Rp1	0.169738788423686	-0.993847833969913
Gm6101	1	0
Sox17	0.876205659254259	0.0327564669333553
Gm37587	0.674806226578065	0.605189574103454
Gm7357	0.484693888550543	-0.423784376451146
Gm22307	0.783963152305346	1.3690325494014
Gm38076	1	0
Gm37323	0.618237731336536	0.819186292990488
Gm7369	0.994795521525962	0.012890444000717
Gm6085	0.896347362941269	0.120703541796305
Gm6119	0.818432116564323	-0.46800120368604
Gm25493	0.659018391341531	-2.58913981281138
Gm2053	0.872011337716592	-0.948777404108073
Gm6123	0.0498545240210276	-1.51519179331455
Mrpl15	0.769021741654094	0.0231048145641057
Gm37144	0.222240674539747	-0.358149502634819
Lypla1	0.913549755170177	-0.0106102937004969
Tcea1	0.57409089416703	-0.0494980071797121
Gm6104	0.940033039398336	-0.0987277102314909
Gm37277	0.436826102228041	0.151643561575707
Rgs20	0.396213243342931	-0.0927098664643441
Gm17100	0.284695755640683	1.27507446308948
Gm37079	0.819756983467373	-0.276384779894716
Gm16041	0.362421354688449	-1.84487542788971
Gm17101	0.839849436363247	-0.244106764623603
Atp6v1h	0.529791736779471	0.0494272546431708
Gm7182	0.998246852130514	0.0129400610429694
Gm37567	0.231200036333912	1.38594174006566
Gm38264	0.996558909527639	0.0129129573572387
Oprk1	0.743145512677171	-0.208536840084138
Gm36965	1	0
Gm37429	1	0
Npbwr1	0.710152561561487	-0.146822935489627
Rb1cc1	0.438144578439719	-0.0505149006308601
4732440D04Rik	0.594133885343072	0.0659128305796373
Alkal1	0.686976794526859	0.336942812428141
Gm2147	0.998246343684639	0.0129438139102339
Gm19026	0.401960732696465	-0.235240760190027
St18	0.000663865207603187	-0.64848689832564
Gm42492	9.99202396228531e-05	-1.90063395671035
Gm7449	1	0
Gm37108	0.948131070151871	-0.0837058573099285
Gm5694	1	0
Pcmtd1	0.548836767041863	-0.036962764336851
Gm26983	1	0
Gm38372	0.188727825687368	-0.476109090564498
Gm9826	1	0
Nras-ps2	1	0
Gm19002	0.808190931589841	-1.4296690780457
Gm26901	0.537277160025593	0.15318375968119
Gm18984	1	0
Gm7470	0.998142036134392	0.0129576434414423
Rps2-ps2	1	0
Sntg1	0.554307604455009	-0.0438905216428296
Gm38024	0.938650224031219	0.0623556334922858
Gm16284	0.504526716335257	-0.845078533718162
Gm38259	0.912438759061092	-0.324635149549039
Gm37005	0.60464366862917	1.58699639889422
Gm36964	0.43390075265813	0.680154428495466
Gm24276	1	0
Gm6152	1	0
Gm7445	1	0
Gm7493	0.883810567301108	0.44234592905962
Gm37629	0.233207028307587	-1.26886323512763
Gm38008	0.714082804917765	-2.15438960752692
Gm37143	0.884344371084233	0.350477409269183
Gm6187	0.995076076890156	0.0128884205037823
Gm18299	1	0
Gm7512	0.803658522969136	0.764251697370322
Gm18300	0.951996099199717	0.0714453105877677
Rrs1	0.688788913705466	0.0383223807189324
Adhfe1	0.795375292699372	-0.0340598516644286
2610203C22Rik	0.18482442931646	-0.216955505190738
Gm6161	0.602309193705582	-0.95172199463046
Vxn	0.320866878049641	-0.113515506259776
Gm29520	0.933184290917123	0.49374708810164
Mybl1	0.684140694993223	0.058307951828027
Vcpip1	0.970770511320956	0.00272235527219982
1700034P13Rik	0.237313561885573	0.805912580623993
Sgk3	0.297643263761367	0.122349586847824
Gm6195	0.74050313744345	0.374072342719152
Mcmdc2	0.898323217594222	0.0851157637502287
Snhg6	0.229138187123362	0.15294850699331
Snord87	0.504664240800902	-0.390338659192733
Tcf24	0.00135450897388859	1.19633592209177
E330040D14Rik	0.870060704469725	0.962945722097516
Ppp1r42	0.684109906009863	-0.110695688696141
Gm15818	0.996336789215122	-0.0195258058769804
Gm24674	0.997550996816126	0.0128814380241024
Cops5	0.508128742807822	0.0501997271284331
Cspp1	0.866907800672535	-0.0192419529656441
1700047N06Rik	0.872012676081353	-0.948767396556835
Arfgef1	0.990275922785399	0.000974286097082277
Gm26348	0.764199401153866	0.939143582708513
Gm37569	0.689497845212345	1.07082803893424
Cpa6	0.699893590518479	-0.198104060833886
Gm38005	0.998247191088552	0.0129375591748502
Gm15604	0.572210267871275	0.357891074240193
Gm15603	1	0
Gm5522	1	0
Gm28659	0.173184021370902	-1.70898131360468
Prex2	0.658026601304743	-0.0498394341374617
Gm24173	0.998249902767067	0.0129175441251087
Gm28686	0.913445058884992	-0.0455365342696129
Gm37410	1	0
A830018L16Rik	0.787976824798791	-0.0348990472197146
Gm38178	0.273586302340572	1.78791649089524
Gm29273	1	0
Gm38069	0.824022822056134	1.28578801677036
Gm7560	0.336602194468257	-1.82261702719565
Gm22633	1	0
Mir6341	0.998249902767067	0.0129175441251088
Gm2383	0.633938327322394	-0.229080138954916
Gm6216	0.650573500931681	-0.850087880597136
